Author,Comment,Time
@leonardopinontoan2578,"Ahli semestinya jujur,bermoral,berTuhan,berilmu...Terimakasih.",2 hari yang lalu
@BangEka.,"Tunjukkanlah kebenaran yang sesungguhnya ya ALLAH, , 🤲",14 jam yang lalu
@FAIZAUZAY,Maju terus pantang mundur bung Ahmad pengacara cerdas,2 hari yang lalu
@andrealifofficial,"KAMI RAKYAT INDONESIA YG PENASARAN..
RELA MASUK PENJARA SEMUA ASAL KAN JOKOWI MAU MENUNJUK KAN SEKALI AJA KE PUBLIK IJAZAH KERAMAT INI !!",2 hari yang lalu
@yanxyanx5099,Mau libatkan sejuta Ahli kalau tdk melibatkan Rismon cs dan dilakukan tdk transparan tetap tdk bisa meyakinkan orang2 yang ingin mencari kebenaran,2 hari yang lalu
@Duryat-d6l,Bohong lagi bohong lagi... Bohonglah sampai kebohonganmu dibawa mati disitu coba kamu mau berbohong pd malaikat 😂😂,3 jam yang lalu
@alal950,Mantap pengacara ROY SURYO CS...,2 hari yang lalu
@safruddinHarahap-v9l,"Ya Allah, semoga penasehat di akhir hayatnya diberikan kesempatan bertaubat di jalan MU. Seandainya beliau tidak bisa Engkau beri hidayah , aku serahkan ini semua kepada Mu.",1 hari yang lalu
@KeeyTeknisi,Kasus ijazah jokowi asli atau palsu..untuk membuktikan kebenaran nya apa slh nya tunjukkan sj pd masyarakat,2 hari yang lalu
@Jomblon,"Kalo ijazahnya gak juga ditunjukin mah sama aja omong kosong,
Yang fitnah itu siapa sebenernya bos..",1 hari yang lalu
@odangsuryaman8434,Hozinudin ini baru pengacara akal sehat ....,1 hari yang lalu
@maruasasbakara3260,"Para Ahli itu semestinya dari tiga pihak :
1. Ahli dari pihak Jokowi 
2. Ahli dari pihak Roy Cs.
3. Ahli dari NETRAL dari luar negeri.",2 hari yang lalu
@jokotingkir-jp5gh,Ga usah pake ahli. Pake deteksi kebohongan aja,2 hari yang lalu
@phy-6076,"Kasusnya harus tuntas, 2 tahun ngurusin ijazah gak kelar kelar pada makan gaji buta..",1 hari yang lalu
@Sugengbudiantoro-j4q,Bongkar semua kebusukan jkw,2 hari yang lalu
@saprizal-x6k,Segeralah bertaubat Ariyanto.ingat umur.,2 hari yang lalu
@NehruNehru-j9j,"ingat umur aryanto, semoga tersegerahkan secepatnya aaamin",2 hari yang lalu
@SAKIRINFITRI,"kalau banyak seperti bang ahkmad,, anak indonesia cerdas semua",1 hari yang lalu
@Speed_Punk,Ya kan junjungannya si listio si mulyono😂😂😂,2 hari yang lalu
@sutomobkk9451,Penasehat polri inget sudah berumur.. Hati hati jujur lah bela yg benar,2 hari yang lalu
@AdzrielDonuts,DIAAAAAAMMMMM,2 hari yang lalu
@DinaaaDina-m2r,Hhhhh betuuulll,1 jam yang lalu
@jefrisupriyadi5541,"Itu harus... Namanya ahli punya ilmu yang di tekuni se masa sekolah atau titel nya, titelnya dr, drs, kok menjadi ahli forensik digital itu sudah menyalahi aturan atau ahli abal abal",1 hari yang lalu
@karman67okgamanharapanmasa63,"Jujur susah dinegeri ini hati yg merasa kn ,bgmna para pemimpin kita bohong g",1 hari yang lalu
@ryoblu3sky5,"Jangan mewakili rakyat dong untuk masalah ini, saya pribadi ragu keaslian ijazah jokowi. Tapi saya gak rela masuk penjara. Buat saya gak penting ijazah jokowi asli atau palsu. Lebih penting pendidikan murah dan bisa diakses seluruh masyarakat & supremasi penegakan hukum.",2 hari yang lalu
@azmiputra9134,"Kami yang maksutnya keluwarga mu dan klompok"" sampah si penuduh gak pa"". Tapi saya gak ikut ya. 😂😂😂😂",1 hari yang lalu
@SupardienAndalas,"​ @azmiputra9134 dampak yg baik ikut, klo yg kira² merugikan ngacir 😂
Prinsip yg 👍😅",1 hari yang lalu
@DeaikFormosa,"Masuk aj sana sdiri jgn ngajak"" rakyat Indonesia aku sih ogah😅",1 hari yang lalu
@anaknakal9677,"intinya h t i dan f p i, aliran sesat 😂",1 hari yang lalu
@andrealifofficial,"​ @DeaikFormosa 
ini khusus yg cerdas dan berani aja..
yg bodoh & takut kehilangan beras jgn ikut !!",1 hari yang lalu
@ardisabila7886,Rakyat indonesia yg mana kak?😅,17 jam yang lalu
@blacklist4460,Memang rismon itu ahli???ahli apa???punya sertifikasi ahli???seorang ahli dinegara ini harus punya sertifikasi&diakui oleh negara..kalau sertifikasi saja ga punya tp ngaku ngaku ahli itu namanya stress,2 hari yang lalu
@Lusino-t5x,Masyarakat harus percaya  samawakil nya. Masyarakat rismon harus percaya sama rusmon. Masyarskat j yg percaya ijasa jokowi asli  harus percaya sama penga cara jokowi. Dan akhirnya bersatu percaya dgn hasil keputusan hakim  biar tidsk pecah belah,2 hari yang lalu
@madkobar3384,Kalau ada dari dulu mungkin sudah ditunjukkan Bos.,2 hari yang lalu
@RoniTasela,Kalo di tunjukan ke masyarakat ya pasti ga bakalan ...?,2 hari yang lalu
@aguswahyu9860,"Katanya sudah 1000% yakin palsu, ngapain merengek² ngemis minta ditunjukin sekarang? 😂😂😂
Kumpulin, siapin aja bukti²nya utk pengadilan nanti",2 hari yang lalu
@arifsatria5558,"Kok gak paham orang ini....orang targetnya jokowi, meskipun ditunjukkan pasti dicari kesalahan2nya... Mikir",1 hari yang lalu
@chokydaddy,Harus Netral,1 hari yang lalu
@KeeyTeknisi,Sy rakyat kecil netral​ karna tidak kepentingan lain hanya perlupemimpin yg tidak bohongyg jelas pendidikannya tidak ijazahpalsu @chokydaddy ,1 hari yang lalu
@madkobar3384,​ @aguswahyu9860 biar 100.000% yakinnya karna walau ditunjukin juga tetap akan sama seperti yang beredar di setiap media itu yang fotonya bukan foto dia 😂😂😂,1 hari yang lalu
@mokhamatismailismail2465,Mungkin ijazahnya belum lahir lagi tunggu kehamilannya,1 hari yang lalu
@BOBAChanel-s1g,Kalau di tunjukan tidak akan berhenti mencari salah karena kalian pembenci akut🤣🫢,1 hari yang lalu
@anaknakal9677,"intinya h t i dan f p i, aliran sesat 😂",1 hari yang lalu
@yan98channel59,Diperlihatkan pun akan tetap begitu karena kalian para pembenci tidak akan menerima klw dibilang asli.,1 hari yang lalu
@ZULKARNAIN-qq4rl,"Kalau sudah di tunjukkan ijazahnya ke publik kira"" Roy cs bakalan percaya itu asli  ?",1 hari yang lalu
@pujangga6628,Ahmad Khozinudin vs Dua projo 🔥,1 hari yang lalu
@blacklist4460,Itu nanti dipengadilan bung.semua keterangan ahli akan diuji disana,2 hari yang lalu
@Shiranuy,Hakim jg bs di beli,2 hari yang lalu
@blacklist4460,​ @Shiranuy km bisa beli????,2 hari yang lalu
@trikmatematikamudah1740,​ @blacklist4460 yg nguji netrap gk ?? 😂😂😂,2 hari yang lalu
@blacklist4460,"​ @trikmatematikamudah1740 kalau pertnyaan seperti itu ngapain kemarin TPUA melaporkan jokowi atas dugaan ijazah palsu jokowi ke polisi????berarti TPUA percaya kepolisian tapi ga percaya hasil penyelidikan dr kepolisian..seorang ahli wajib mempunyai sertifikasi ahli yg dikeluarkan oleh lembaga negara,mereka sudah mempunyai integritas&netralitas  yg tak perlu lagi dipertanyakan.beda dengan rismon&roy suryo mereka ngaku ahli tp tak bersertifikasi",2 hari yang lalu
@trikmatematikamudah1740,​ @blacklist4460 la trus lapor dukun ??? Punya keahlian harus disertifikatkan kemana ??? Apa harus disertifikatkan ke Pramuka ??? 😂😂😂,1 hari yang lalu
@blacklist4460,"​ @trikmatematikamudah1740 kalau mereka ahli harusnya paham..kalau anda pasti ga paham,bukan bidang anda",1 hari yang lalu
@trikmatematikamudah1740,​ @blacklist4460 harusnya kejanggalan itu dijawab bukan difreming. Pertanyaan apa jawabanya apa 😂😂😂 sy malah lebih paham sebelum Bang Roy koar2,1 hari yang lalu
@blacklist4460,"​ @trikmatematikamudah1740 kalau dr awal tanyanya baik baik ga bakalan seperti ini,dari awal saja sudah ngegas nuduh ijazahnya palsu,saya saja sebagai rakyat jelata kalau langsung dituduh seperti itu pasti ga terima,apalagi Jokowi mantan presiden 2 periode",1 hari yang lalu
@trikmatematikamudah1740,"​ @blacklist4460 tinggal di uji karbon bareng antara dua kubu. Slese 100% bertele cari tertimoni. 10 th kl permasahkan ijazah tangkap. Sy trmasuk pendukung mulyono. Tp menerima kebenaran. No ribet no ruwet 😂😂😂
Kl km pgn tau ijazahku no ruwet lgsg tes ahli. Asli kok tersinggung kan anehhh😂😂😂",1 hari yang lalu
@blacklist4460,"​ @trikmatematikamudah1740 ga nyambung kalau diuji ke 2 kubu..TPUA saja lapornya kepolisian,yg berhak menguji adalah kepolisian&hasilnya sudah final asli.ini negara hukum boss semua ada aturanya jadi TPUA jangan seenak jidat membuat aturan sendiri sesuai kemauan mereka.lapor ke polisi tp ga percaya hasilnya..pelapornya saja dipanggil untuk klarifikasi malah menghilang ditelan bumi😂😂😂😂",1 hari yang lalu
@trikmatematikamudah1740,"​​ @blacklist4460 Kl lapor Damkar ya salah. Memang sulit mencari keadilan di KONOHA 😂😂😂
Sy berharap  DAMKAR DIBERI KEWENANGAN DALAM ANDIL MENEGAKKAN KEADILAN. 😂😂😂😂",8 jam yang lalu (diedit)
@arifwahyudi7182,Sabar bossss... Biar waktu yg jwb yaaaa. Tunggu di pengadilan.....,2 hari yang lalu
@AldyYanto-z9m,Pretttt,2 hari yang lalu
@StefaniWijaya01,Looo yg phng,2 hari yang lalu
@KangwanWan-m4n,Panci gayung yg mau yg mau,2 hari yang lalu
@FirdaFarda-e5w,Bongjar jg bpjs km  katnya palsu😂😂😂,2 hari yang lalu
@bakaraduchannel854,Diaaaa.aam!😂,1 hari yang lalu
@poranghitamgedongcitro1068,Yang tobat kalian brooo here,1 hari yang lalu
@mulyadiboche4602,Mana bisa tobat .ini kan Umatnya Nabi PSI 😅,1 hari yang lalu
@sundaSmart-s4h,Aryanto Sepertinya hati nuraninya sudah tertutup dg amplop,1 hari yang lalu
@alexsander12a3,Amiennnnnn.. Cari duit buat anaknya 😂😂😂😂😂😂semoga berkah pak😂😂😂😂😂dari uang judol😂😂😂,1 hari yang lalu
@maheldimaheldi1423,"Kami  patut meragukan ijazah pak Jokowi ,karna terlalu rumit",1 hari yang lalu
@manusiamerdeka148,"KALO HANYA KETERANGAN LEMBAGA PENDIDIKAN / SEKOLAH menyatakan asli , tanpa penelusuran proses sampai ijazah tersebut bisa keluar dan uji forensik , kalo begitu caranya yg ingin ijazah asli, nggak perlu sekolah melalui proses akademik, cukup membayar rektor atau kepala sekolah bisa dapat ijazah asli.",2 hari yang lalu (diedit)
@musthofiddiaz9746,"Orang kayak gini koq bisa jadi penasehat polri? Dari pernyataan2nya, dia kurang rasionalitas, minim ilmu dan attitude kurang baik.",1 hari yang lalu
@NadihGolep,"ngga perlu orang ahli ,,,hanya perlu orang orang jujur ,dan orang orang waras ,",3 menit yang lalu
@hanifa2176,buktikan asli nya dulu,2 hari yang lalu
@RofikPatrang,Hanya Ada Di Negeri Konoha Dengan Satu Orang Jokowi Bisa Merusak Institusi Lembaga Bikin Gaduh Seluruh Rakyat...!!!,2 hari yang lalu
@achmadshidiq6149,Mendengarkan stetement pembela Jokowi perut serasa mau montah...muak mendengarnya....takutlah pada yg mahakuasa pemilik keadilan yg sesungguhnya...,1 hari yang lalu
@jamridilusman2531,Semoga ALLAH SWT menghadir kan org2 yg jujur amanah dan iklas...jika kebenaran tdk ditemuk di dunia ini maka di akhirat pasti akan di temukan...❤❤❤❤❤,1 hari yang lalu
@aguslutfianto6244,Pak Arianto itu pantasnya sebagai pengacara jokowi bukan sebagai ahli.,1 hari yang lalu
@AinunHasanah-ox6bs,"2 LG.1:ahli kejujuran
          2:ahli kebihongan",2 hari yang lalu
@kamzah3925,"7 Ahli dilibatkan utk memutar balik pakta dalam rangka kriminalisasi Roy Suryo Cs. Pertanyaannya adalah: Apakah Bareskrim Polri buta sehingga tidak bisa melihat bahwa ijasah jokowi itu berbeda photo nya dgn orangnya, itu jelas photo yg ada pada ijazah itu bukan photo jokowi tapi photo orang lain. 
Apakah polisi juga ikut serta menutup nutupi hingga memutar balik pakta?",2 hari yang lalu
@MyIskan,Semoga yg berbohong beserta para pendukung kebohongan itu semuanya mendapatkan azab Allah kecuali yg segera bertobat.,21 menit yang lalu (diedit)
@MulYadi-h5e,Yang membela kebohongan kebohongan Penipuan penipuan dosanya dan balasan laknatnya  sama dengan pelakunya  semoga ahli ahli nya tidak condong pada uang yang bayar bayak...,1 hari yang lalu
@anggawidyatmoko7786,Bang Rifai mantap. Santun dan berdasarkan ilmu Hukum,1 hari yang lalu
@suwitosujarwo9975,"sebaiknya yang di tuduh  ijazah nya palsu, mustinya yang membutikan yang di tuduh jadi ngga ruwet",2 hari yang lalu
@VivoPertama-m2r,"Mantap bang ahmad bicaranya, mencerahkan orang mudah untuk memahami problem",2 hari yang lalu
@BB.KING007,"WADUH BANG AHMAD KHONUDIN DIKEROYOK DG GENG SOLO...MUDAH""AN DITAMBAH KEKUATANNYA DARI ALLOH",2 hari yang lalu
@zarnuzi5157,Ijazah blum jelas asli...kok orang dituduh fitnah?...hadehhhhh,2 hari yang lalu
@Jomblon,"7 saksi ahli tp jangan yg masuk angin ya Pak,",1 hari yang lalu
@amsaay1903,"P.Jokowi Sdikitpun Tak Punya Sifat Negarawan.
Kalaupun memang Izajah itu ada ?. Tinggal tunjuk kan dan pasti semua selesai. Tanpa Harus adu domba rakyat dan juga sampai penjarakan Rakyat.",2 hari yang lalu
@bntarkm,"Ijazah yang didapat tanpa proses akademik yang seharusnya itu dikatakan ijazah illegal, tapi ijazah itu asli.",1 hari yang lalu
@senrisan_drums,kok sama yg yg saya pikirkan asli sih asli cm prosesnya dan menerbitkan nya yg bermasalah menurut saya.makanya dibutuhkan uji forensik dan akan lebih baik jika di hadirkan saksi ahli dari luar negeri yang mempunyai sertifikasi.jadi simpang siur ini tidak terjadi.,1 hari yang lalu (diedit)
@poranghitamgedongcitro1068,Taeeekkk,1 hari yang lalu
@kristianto7665,kamu aj yg gantii .becus gak,1 hari yang lalu
@BOBAChanel-s1g,Ndasmu kui 😂,1 hari yang lalu
@DenDen100,Panas kalungan kulkas 😅,1 hari yang lalu
@kfdini3171,My thoughts exactly,1 hari yang lalu
@BreySpot,Mantan hti dan fpi nie orang.😂,1 hari yang lalu
@rendyr2640,"Pantas polri bnyak yg oknum😂, Penasehat nya saja sprti itu.",1 hari yang lalu
@hasanhusein63,"Diaaammm😅😅😅😅
Padahal udah tua bukannya jujur siarianto
Biar tenang hari tuanya",1 hari yang lalu
@AbuCuan-c2t,Penasehat kapolri rasa termul🤣,1 hari yang lalu
@surantobsc9414,Betul klo asli baru tuntut balik. Mudah sekali. Ini kan belum diputuskan Pangadilan,2 hari yang lalu
@blacklist4460,​ @surantobsc9414 yg menuduh saja tidak bisa membuktikan kok malah yg tertuduh harus membuktikan..logikamu salah bung,2 hari yang lalu
@blacklist4460,"Kamu dilaporkan ke polisi karna km dituduh maling,siapa yg harus membuktikan?????",2 hari yang lalu
@amarofficial9244,"​ @blacklist4460  yg tertuduh itu pejabat publik bos, wajar aja identitasnya bisa di akses atau di pertanyakan publik, anda sebaiknya sarapan dulu kayaknya anda belum sarapan",2 hari yang lalu
@puguh5107,"Lah lu asli ny aj gak tau tp udah bilang palsu.,",2 hari yang lalu
@amarofficial9244,​ @puguh5107 lah dia aja gak mau nunjukin aslinya😂,2 hari yang lalu
@mahmudzuhri8651,"Perasaanmu aja itu, gak ada yg gaduh kok",2 hari yang lalu
@Iwan12-wd8zo,Kubu abah,2 hari yang lalu
@mahmudzuhri8651,"Iyo kali, buktinya orang beraktifitas seperti biasa",2 hari yang lalu
@Lusino-t5x,Hanya dinegri  konoha yg bikin ribut  hanya masalah ijasa.,2 hari yang lalu
@ansoriundyt4757,Ahli yg jujur ..jangan ahli ngibul seperti yg punya ijazah,2 hari yang lalu
@mahmudzuhri8651,"UGM dah bilang asli, UGM yg mengeluarkan, kok kita pula gak percaya, dimana logika berfikirnya",2 hari yang lalu
@blacklist4460,"Yg gaduh itu rakyat HTI,FPI&anak abah karna sebentar lagi Rismon cs masuk penjara",2 hari yang lalu
@Robotsakti-i9f,"Udah itu semua pengacara jokowi dan aryanto debat  lawan aku aja brow...
Anda² lawan aku aja....",2 hari yang lalu
@Robotsakti-i9f,"Kita lihat di pengadilan sesuai kata jokowor
Yg akan tinjuk.kan ijazahnya di mika sidang jika do minta HAKIM
dan jika HAKIM tdk meminta tunjukan itu ijazah jokowor
Berarti jelas 1000% persekongkolan proses hukum yg tdk adil dan pengadilan yg busuk...",2 hari yang lalu
@mahmudzuhri8651,"G perlu debat debat, UGM dah bilang asli, ya udah selesai",1 hari yang lalu
@josan5522,buzer senior itu,1 hari yang lalu
@aliandika4147,Bpk Aryanto budak penguasa.,1 hari yang lalu
@dediindriadi5457,Buta kejujuran krna uang,2 hari yang lalu
@efikmulyadi8373,KARENA KAPOLRINYA TAKUT N SUNGKAN DGN JOKOWI,2 hari yang lalu
@FirdaFarda-e5w,Bpjs km katbya jg palsu,2 hari yang lalu
@iminodhe4220,"​ @FirdaFarda-e5w  😂😂 apa hubungannya bpjs bang, Alhamdulillah bpjs saya mandiri, tdk berharap dgn bpjs gratis, kalo abang gimana bang ? Kelas 3 kah ?😂😂",2 hari yang lalu
@srisugesti4092,"Krn Ray panci cs koplak bin ngeyel,,maka dihadirkan sampai 7 biar nggak ngeyel,,,!!!!?",1 hari yang lalu
@LutfiFakina-u4s,Ayo br orang jujur jgn mundur hdp pr  pembohong kebenaran pasti akan menang.,1 hari yang lalu
@kamzah3925,​ @srisugesti4092  Siapakah dibelakang 7 saksi ahli itu?  Tentunya bukan Roy Suryo Cs.,1 hari yang lalu
@FirdaFarda-e5w,​ @iminodhe4220  saya sekeluarga tidak ikut bpjs jk sakit ya berobat.dokter sj menyarankan hidup sehat jika tidak ingin sakit. Smg km jg tidak ikutan sakit jiwa tentang  tuduhan ijasah palsu ini,1 hari yang lalu
@iminodhe4220,"​ @FirdaFarda-e5w  😂😂, maaf kaka, saya tdk terlalu penting untuk mengikuti pemberitaan soal ijazah, krna seseorang sudah berbohong maka tdk akan pernah jujur, dan biar anda jga menjaga pola hidup sehat, kalo Allah SWT sdah mentakdirkan anda untuk sakit, tdk akan pernah beralih ke orang lain penyakit anda",21 jam yang lalu
@arisdermawan4120,😂😂😂😂,2 hari yang lalu
@SapariSapari-e4k,diaaaammm,2 hari yang lalu
@Sulimin-f2m,Modaaar,2 hari yang lalu
@theteams4502,"DIAAAAAM !!!
JEMPE ..!!!!
MENENG..!!!
SHUT UP...!!!!",2 hari yang lalu
@DiasSaputra-m3f,Brisiiiiiiik TOMPEL,2 hari yang lalu
@samanhudi1995,"Kejahatan boleh menang...tapi sifatnya utk sementara, kebenaranlah yg menyatakan,bahkan bisa menghacurkan semua kejahatan itu sendiri.....",2 hari yang lalu
@mahmudzuhri8651,Kejahatan apa? Prasangka buruk aja tu,2 hari yang lalu
@isnawati-ii6pf,aamiiin,2 hari yang lalu
@AllyaYeremia,Kekuatan jin,2 hari yang lalu
@AditSajja-c3f,DULU TV 1 INI D ANGGP RUMAH NYA ABAHHH... JD GAK HERAN PEMBELA ODGJ PANCI CS BANYAK YG NIMBRUNG D TV 1 INI,2 hari yang lalu
@darsonoono8538,Si tompel itu hati kecilnya meng i ya kn bahwa pak Jokowi ijazahnya asli rokayane sudah terlanjur basah y tanggung gaya e hahaha eh,2 hari yang lalu
@AlwiChannyman,Sifat kebohongan ada klo sifat kenegarawanan ada yaitu mantan presiden yg lain. 😮,1 hari yang lalu
@mokhamatismailismail2465,Ya begitulah sifat PKI.,1 hari yang lalu
@BOBAChanel-s1g,Ndasmu😂,1 hari yang lalu
@BOBAChanel-s1g,​ @AlwiChannyman iya iya si paling bohong😂,1 hari yang lalu
@eddirmannurdin1091,"Masalah ecek2 dibuat ribet  oleh Mulyono, dibutuhkan kejujuran dalam pembuktian kasus ini. Diduga apa yang dikataka atau ditulis pengarang buku jokowi undercover itu benar adanya.",1 hari yang lalu
@pabriksepatupakekobinjai,Masyarakat koq selalu di takut takuti,1 hari yang lalu
@muhammadfahman9914,Ahmad emang jago.. hebat loe... Simple mudah dicernak keterangan ente.. Sehat slalu ya bang..,1 hari yang lalu
@vivosiantar1274,INGAT!! AZAB ALLAH SANGAT LAH PEDIH,1 hari yang lalu
@meresmaik8952,Sekali palsu sampai kiamat tetap palsu ijazah Jokowi,2 hari yang lalu
@MuhamadFahmialimudin,"hahahahaha giliran laporan pak jokowi melibatkan 7 ahli, lah yg meng identifikasi ijazah nya kok ga melibatkan ahli juga....kocak",2 hari yang lalu
@yyChanel,"Berani bayar mahal untuk menutupi kebohongan, untuk menutupi kejahatan yg mengunung...!!!",1 hari yang lalu
@AdrielSamosir-m9r,"Tidak ada pencemaran nama baik, lihat aj kalau ijazah Jokowi tidak di tunjukkan...kami rakyat akan turun ke jalan",2 hari yang lalu
@JackDaniels5544,Nty klo polisi yg ngomong ga percaya makanya biar ahli aja yg ngomong . Tapi ahlinya dr sana juga wkwkkw . Ribet bngt ya,1 hari yang lalu
@ediportal4063,Ijazah nya tunjukkan dong biar rakyat tau,2 hari yang lalu
@boedyibenkz1596,"Bang Ahmad Khosinudin Semangat terus,, sehat selalu dan tegakan selalu kebenaran dan keadilan di Negeri ini",1 hari yang lalu (diedit)
@santosogondowijoyo4003,Semakin ditutup tutupi semakin yakin kalo ijazah diduga kuat palsu,2 hari yang lalu
@danisukmadi9570,Saya ragu ini pa Aryanto itu termasuk polisi jujur atau  polisi penjilat ya . . . Kok dah pensiun juga narasi itu seperti penjilat . . . Heran ya . . .,1 hari yang lalu
@NehruNehru-j9j,"adili jowoki dan aryanto ini dan para PH jokowi, dah jelas ijazah mulyono itu palsu, tapi para PH jokowi ini berusaha mau menutupi",2 hari yang lalu
@Ibukembang,Kejujuran akan membukakan kebenaran.... Allah lah yang maha tau segalanya.,1 hari yang lalu (diedit)
@DahlanFachir,"Pak Ahmad  Khuzinudin ini pengacara handal dan berilmu,cepat org mengerti♥️",1 hari yang lalu
@fahryismael21,Masih adakah orang jujur di negri ini?,2 hari yang lalu
@212Indonesia,"TERUSLAH KEBOHONGAN KALIAN TUTUPI, KEJUJURAN KALIAN BUNGKAM, KETIDAK ADILAN DIPERTONTONKAN. PARAH EMANG HUKUM DAN PENEGAK HUKUM DI INDONESIA.. URUSAN SEPELE GAK KELAR2.. RUWEEEEETT...",1 hari yang lalu
@HRS_production,"Indonesia gak boleh ada orang baik, jujur dan cerdas😢",17 jam yang lalu
@nurivictory,Ahhhh pengacara ngomong kebenaran mencari jalannya sendiri......meniru kata2 orang jujur jokowi banyak bohong,2 hari yang lalu
@blacklist4460,Alhamdulilah kalau km mau turun ke jalan untuk bersih bersih sampah,2 hari yang lalu
@mohqomarifauzan2530,Kamu saja yang turun emak emak militan abah diajak ya. Jangan lupa,2 hari yang lalu
@EfriYunir,Saya ikut turun kejalan utk menegakkan keadilan,2 hari yang lalu (diedit)
@dionsoebastyanofficial7032,Turun aja kejalan jangan lupa bawa panci sambil teriak tambal panci tambal panci,2 hari yang lalu
@ahmass743,Rakyat yang mana ? Ini hanya orang2 sakit hati dan pasukan nya saja.,2 hari yang lalu
@Lusino-t5x,Monggo turun kejalan yg penti g tertib. Dan jgn menggsnggu yg lain    dan jgn mengganggu ke plentingan umum,2 hari yang lalu
@sitichodijah172,Turun aja lumayan dpt nasi bungkus,2 hari yang lalu
@elwingusmarlase,Rakyat mana??? Kau aja sama anak2 abah 😂,1 hari yang lalu
@dadsaccount8354,"Klo ijazah lo gw bilang palsu, lo mau tunjukkan?",2 hari yang lalu
@Atiiiii-el4th,"Tunggu d pengadiln bkn km yg d lwn d minta ijazahmu lsg km perlhtkn, apa km jamin klo d perlhtkn skrg lsg diam itu g mungkin pasti ada celahx dp g ada akhirx mkx d pengadilan n terbuka unt umum jd klhtan nt sp yg sll buat hoax sp yg benar n  sppun yg slh hrs d hukum krn neg kt neg hukun bkn hukum rimba",2 hari yang lalu
@AndreaVikenzu,Di duga kuat rezmon alumni yamaguchi gadungan,1 hari yang lalu
@sularamborodewi1411,Kasian anda cuma segitu pengetahuan anda . Nanti anda tinggal tunggu hasilnya.,1 hari yang lalu
@jefrisupriyadi5541,"Yang di adili itu roy suryo yang sampai sekarang belum mengembalikan yang di bawa pulang oleh roy suryo, seperti cendok, panci, kasur, almari, piring, dll, miskin banget roy suryo ini barang dapur aja di bawa pulang, pantes aja suaranya roy suryo nyaring kayak perabotan dapur yang dia curi",1 hari yang lalu
@Unaspiaggio,Pengacara sandal japit,1 hari yang lalu
@YusufUbuy-m3d1i,1001,1 hari yang lalu
@kridantoroda9647,"Kebenaran itu selalu sederhana dan  kebohongan selalu rumit dan berkelok-kelok..
- Leo Tolstoy -",1 hari yang lalu
@aksaramawar2074,Bapak simpelnya Jokowi tunjukan Ijasah Asli selesai... setelah Terbukti Asli org² tersebut lansung tangkap dan sebaliknya tidak asli tangkap jokowi.,1 hari yang lalu
@Mr.Rundell,pokoknya untuk pejuang kebenaran semoga selalu di beri kesehatan dan ungkap yang sebenarnya terjadi,3 jam yang lalu
@annmary4788,Bukan fitnah itu pakta kalian lindungi pembohong kami sebagai rakyat Indonesia Sudah Muak dgn kebohongan jokowi,2 hari yang lalu
@DedeHerdyansyah,Jangan lawan orang baik orang baik di lindungi tuhan yang maha esa dan rakyat yang cerdas dan waras ❤,2 hari yang lalu
@ismetinonu3625,Saat nya jokowi di adili,1 hari yang lalu
@Sablenkben,Mantap p.Ahmad....❤❤❤,1 hari yang lalu
@mayorugi,Waaaah 2 lawan 1....😅😂😅😂 penasehat kapolri termasuk dalam Jokomania....😅😂,2 hari yang lalu
@Sukardi1970-i7r,"Saya yakin para ahli pasti masuk angin,kecuali dari pihak Roy Suryo cs ada yg mewakili baru adil.Tapi kalau para ahli yg mendatangkan Bareskrim ya pasti dagelan.waduuuuh kalo gak ada kerjaan tidur ajalah.",2 hari yang lalu
@RudyJanatra,"YANG MAU MASYARAKAT DAN SELURUH RAKYAT INDONESIA ITU MELIBATKAN  AHLI AHLI DAN TEAM  DARI PAKAR PAKAR DARI LUAR NEGERI AGAR  HARUS FAIR, NETRAL DAN DUDUK BERSAMA SAMA POLISI, TEAM ROY SURY, RISMON DAN LAIN LAINNYA TERMASUK DI BUKA DAN DI PUBLIK SAKSIKAN  MASYARAKAT DAN SELURUH RAKYAT INDONESIA.",2 hari yang lalu
@wagiyowagiyo3487,"Betul Bang Khozinudin... 
Semangat... 
Semoga sukses... 
Ijazah ditunjukkan di pengadilan... 
Ijazah itu asli/palsu ditetapkan oleh hakim yang adil....",20 menit yang lalu
@GulPeralihan-m1b,Pastikan dulu izajah asli baru masukkan pasal pasal.,2 hari yang lalu
@m3npopcool,Dan semua Ahli sudah dipastikan Ternak Mulyono 😂😂😂,2 hari yang lalu
@Al-Ghozali4094,"BRAVO ARYANTO.
Kamu telah berjuang lusr biasa  untuk mendukung dan melindungi semua kebohongan dan kejahatan mulyono.  Sejarah akan mencatatnya dan rakyat akan selalu mengingatnya.",1 hari yang lalu
@nurulHastia-h1g,Semoga Allah selalu bersama pak khozinudin kesehariannya,16 jam yang lalu
@RivaldoBastiam,"Dari wujud skripsi  yg di unggah
Dan ketidaksinkonan ucapan mbah kasmujo ( bkn dosen pembimbing dan dosen akademik ) serta ijazah i1120 yg tidak simetris huruf dan logo dgn ijazah 115..1117...itu sdh membuktikan",2 hari yang lalu
@SaifulAnugrah,"kebiasaan ngakali hukum, siapa yang percaya... semuanya serba direkayasa.",2 hari yang lalu
@dediflorenza8243,Allah bersamamu bung AK..mau 7 atw lebih saksi ahli rakyat Ind selalu berdoa utkmu,2 hari yang lalu
