Author,Comment,Time
@aknianingsih2705," @sundaSmart-s4h Krn sifat dengki sirik❗️
Krn Bpk Ahmad Khozinudin Pengacara yg Sholeh cerdas jga jujur❤️❤️❤️",1 hari yang lalu
@andiazizah1118,Pengacara HTI,1 hari yang lalu
@rosalindayani7806,"Yap! Bang AK memang menunjukkan keberanian dan kekuatannya dalam berargumen secara logis
Ia tidak hanya menjaga hukum, tetapi juga nilai moral dan agama
Kamu suka, tentu aku lebih bahagia ❤❤❤❤❤❤",1 hari yang lalu
@Islamuddin-yc3ro,Memunculkan keaslian ijazah memakan waktu 3 th dan menggunakan pengacara puluhan org Danyang sebanyak banyaknya pantas utang negara banyak Krn bebenaran sangat mahal dinegeri bayangan,1 jam yang lalu
@ghifarichanel,😂😂😂😂,2 hari yang lalu
@masudinbuana_official,"Semoga Roy cs  10 kali Lebaran 
Bertakbiran di hotel gratis ...
Yo pasti menangis 😅😅😅",2 hari yang lalu
@fadlilazhim1825,"panik bangg minta di lepas 😂😂😂😂...
yg biasa.a teriak"" kok skrng beda bang 😂😂 ""lebih baik melepas 1000 orang BERSALAH, daripada menghukum 1 orang tak BERSALAH"" 😂😂😂 Gentle lah bang 😂😂😂",2 hari yang lalu
@iburosjatmiko2948,Pempitnah  siap2 pkai bju oren,2 hari yang lalu
@mahfudhonfudhon4273,Kampus pasar pramuka,2 hari yang lalu
@afuzamuhammad6779,Termul keluar yo termul..,2 hari yang lalu
@TigaDara-jo9jx,Aamiin Allahumma Aamiin.,2 hari yang lalu
@akbardemastertcu4148,"Temul udah tau pak jkw berbohong,masih ajh percayaa,slh satu nya mobil SMK,bayak yg lain cobah cek berpa bayak kebohongan",2 hari yang lalu
@saifulbahri4308,​ @iburosjatmiko2948 kl asli gk mungkin di gugat.logikanya begitu..,2 hari yang lalu
@bojongsur1881,Saya termul 😂😂😂 dan saya sangat yakin Roy Suryo cs akan terbukti salah,2 hari yang lalu
@SaifulBahriSiagian,"Buka lebar2 otakmu itu, biar mampu berfikir cerdas dan realistis.",2 hari yang lalu
@bigrolls-mf8cj,"​ @SaifulBahriSiagian 
😂😂😂😂 sudah tapi belum...",2 hari yang lalu
@tedyherdyana9371,"Smg diwaktunya,proses pengadilan bisa terbuka-adil dan transparan! Smg kebenaran terbuka selebar2nya! Aamiin!",2 hari yang lalu
@ajatsidrajat9072,Masih belum kelar juga ya bikin negara panci.,2 hari yang lalu
@bigrolls-mf8cj,​ @ajatsidrajat9072  sudah tapi belum.yooo ndaa tau kok tanya sayaaa.. 😅😅😅,1 hari yang lalu
@bigrolls-mf8cj,​ @bojongsur1881  sudah tapi belum 😂😂😂😂,1 hari yang lalu
@SukranHadi-i2r,"Kosinudin ini harus pakai baju Oren juga ,",1 hari yang lalu
@Maulida_4475,Saya liatnya ko jadi kasian ya tapi udah di bilangin jangan di trus2sin udh jelas salah maju trs tambah tapi kalo Roy Suryo saya nda kasin soalnya ketawanya nyebelin banget sama Fadilah sama tifa aja yg masuk bui,1 hari yang lalu
@ram_52527,gak ono untung e bro...,2 hari yang lalu
@DifaniFairuzFirja,lanjut masuk penjara mksdnya😂,2 hari yang lalu
@AsyifaKeyla,Semua ada dalangnya roy cs itu wayangnya,2 hari yang lalu
@Hartini-m7f,Ketua tim katanya pengacaranya  Roy cs Abraham samat...keceplosan kyknya...,1 hari yang lalu
@jefrisupriyadi5541,Data HTI dan pasar pramuka ngibul,1 hari yang lalu
@MuhammadSARiinTia,Cerdas apa nya orang seperti ini dia pembela orang yang salah.,1 hari yang lalu
@tjahdjono86,tetap semangat bang .khozinudin...Alloh akan senantiasa MELINDUNGI dan memberikan  kemenangan demi bangsa dan rakyat indonesia,2 hari yang lalu
@Oten_Sudah_Insaf,"Harusnya polri undang kelompok roy suryo dan kelompok pak jokowi ke bareskrim untuk periksa sama2 ijazahnya.
Trus hasil pemeriksaan aja yg di umumkan ke media, bkn ijazahnya yg dinampakin ke media.",2 hari yang lalu
@surodilogo5662,"hebat bang ahmad,....lebih cerdas dan berani",2 hari yang lalu
@wuwundwiundaya5975,DENGAN ATAU TANPA SIDANG PAK KASMUJO SUDAH MENUNJUKKAN BAHWA P. JOKOWI TIDAK JUJUR😢,21 jam yang lalu
@sibogel_aja,"Haduhh dikit amat, harus nya sekalian semua ahli di seluruh indonesia dong dihadirkan. Biar ribetnya kagak nanggung² ..",2 hari yang lalu
@wasissabdono829,Ariyanto bukan penasihat kapolri tapi jubirnya Mulyono,1 hari yang lalu
@wondopea5582,mantab... jawaban cerdas mas khozinudin...teruskan mas ...bela yg menurut anda benar,2 hari yang lalu
@MuarofahGalaxy,Yang dibutuhkan bukan orang yang ahli tapi orang yang netral indenpenden tapi tidak menihak salah satu pihak.,1 hari yang lalu
@dedyj6377,Tidak perlu AHLI tapi yang dibutuhkan ijasah ASLI,1 hari yang lalu
@Fathurochman-s6p,Sgt cerdas mz akhmad. Maju trus orang2 waras bersamamu,2 hari yang lalu
@mamanrohmana1750,Sebaiknya ada perwakilan ahli dari pihak Dr.Suryo agar lebih obyektif!,2 hari yang lalu
@al-asrvipwater3380,TERIMAKASIH PAK KASMUDJO TELAH BERKATA JUJUR,1 hari yang lalu
@KalilStj,YA Alloh menang kan kebenaran ya Alloh lindungi para pejuang kebenaran,2 hari yang lalu
@Supardi57,Pak Ahmad khozinudin sangat mencerdaskan,2 hari yang lalu
@chairunnisajamiltanjung6442,"Ijazahnya mana bos
Tunjukkan sajalah mengapa takut menunjukkan biar jangan terpecah pendapatnya",2 hari yang lalu
@SoidiEfendi,Pengacara yg cerdas jauh dari penjilat pak ahmad apa yg di kemukaan nya berdasar kan pakta yg ada masuk akal semua pegacara bukan ikut berbohong mantaf pak ahmad maju terus demi negeri ini bisa jujur,1 hari yang lalu
@johnalendra8126,Diawali dengan kebohongan  akan ditutup dengan kebohongan berikutnya. Itulah yang terjadi pada Jokowi,2 hari yang lalu
@densachannel,SEMOGA PAK KASMUJO SEHAT WALAFIAT,2 hari yang lalu
@mmuslim1928,Harus siapkan juga saksi ahli KEJUJURAN.,2 hari yang lalu
@AndyharisNugraha-x3r,Sangat nyata kasus ini pasti mirip spt yg terjadi PD Gus nur n Bambang try,17 jam yang lalu
@zainularifin4173,Kebohongan tidak mungkin ada tempat kemenangan..,2 hari yang lalu
@teguhfarel5307,lalu? kalo pak jokowi yg benar. gimana?,1 hari yang lalu
@harunecan7067,"lah.. kan kenyataanya pak Jokowi yg bener..

trus gmn urusanya???",1 hari yang lalu
@GogelGoogol,"​ @zainularifin4173 kata siapa? Kita semua yg lahir dan bsr di Indonesia PASTI TAU hukum di Indonesia seringkali tajam kebawah tumpul keatas, gmna bobroknya kepolisian/hakim Indonesia, yg menang yg berkuasa dan berduit.",1 hari yang lalu
@Lusino-t5x,Betul memang gitu pihsk penggugat dan tergugat  hsrus menghsdili di persidsngan  dan menerima hasil keputusan.  Saling mengadu data.,2 hari yang lalu
@masmaskur1794,stuju. itu cara untuk adil klir terang bnderang.,2 hari yang lalu (diedit)
@surantobsc9414,Kan udah dibilang identik tapi belum otentik. Hanya satu pihak yang mutusin,2 hari yang lalu
@gedesumenasa7704,Datangkan ahli forensik dari luar negeri dg disaksikan jga oleh ahli forensik masing2 biar tuntas.,2 hari yang lalu
@denybagusputra," @gedesumenasa7704  intinya hasil penelitian forensik harus fair dan tidak takut untuk diuji atau chalenge oleh peneliti lain yang kredibel.
Masalahnya hasil uji forensik saat ini yg dikatakan identik tidak membolehkan pihak lain untuk melakukan chalenge ilmiahnya.
Maka ini yg jadi polemik seolah-olah putusan adalah sepihak",2 hari yang lalu
@Cevi-g3k,"mana mau pihak wiwi begitu, 7 ahli itu juga perlu dipertanyakan .....tau sendiri parcok masih dibawah kendali wiwi apapun cara akan dilakukan demi majikannya .",2 hari yang lalu
@cahyabuana6105,Emang harusnya gitu..faktanya ijasah jokowi entah di mana,2 hari yang lalu
@Syifa5877-p8u,Sdh diraba dan diterawang oleh org² labfor lho. Dan tanpa keraguan mereka bilang itu asli😂,2 hari yang lalu
@masmuhmu3420,"Sependapat👍, ini tdk berpihak ke siapapun. Tujuannya mencari kebenaran bukan pembenaran.",2 hari yang lalu
@EndangSusilowati-p4q,"Bukannya TDK percaya Ama Jokowi, hanya rakyat SDH terlalu banyak dibohongi...ayoooo....kita cari apa SJ kebohongannya, ngomong bohong kaya ngga bersalxhkan..nah itulah BPK Jokowi.",1 hari yang lalu
@anaknakal9677,"intinya h t i dan f p i, aliran sesat 😂",1 hari yang lalu
@pandiadul1570,"Setuju,saya juga bukan pembela Roy Suryo cs,tp klw glagat nya kaya gini ya di pastikan palsu ijazah jokowi",1 hari yang lalu
@pakhoythailand9975,"Mau di periksa ahli dari planet namex pun, pihak roy panci dan gerombolannya,KADRUN ANAK ABAH FPI DAN HTI, nggak bakalan percaya 😂😂😂",1 hari yang lalu
@Bukanwakilrakyatind,"Kalau polri usut kasus ini , hnya ada 2 pilihan, ijazah palsu atau kapolri di copot,, kalau presiden ambil alih kasus ini, akan di cap penghiatan, penghianat rakyat atau pengkhianat jokibul,, ketidakpastian yg bisa di usahakan untuk menyelesaikan kasus ini hanya kejagung dan dpr😅😅",1 hari yang lalu (diedit)
@muhtarabanmasduki4508,Setuju...,1 hari yang lalu
@muhtarabanmasduki4508,Walaupun melibatkan banyak ahli kalau pihak ahli dari pelapor dan terlapor tidak dihadirkan gak akan berkualitas.,1 hari yang lalu
@dadansofyan8032,"Orang sudah pada baca dan melihat koran KR..yang edisi terbitan 1980 yang memuat Hasil Sipenmaru..Fak..kehutanan  di UGM...naah nama "" orang yang lulus tercantum di koran KR..😮",1 hari yang lalu
@NK_Maskur84,Kalau gitu tar jadi cepat selesai dong kasusnya.... 😁😁,1 hari yang lalu
@ikbal.harahap,​ @pakhoythailand9975 Ternak Muldongo,1 hari yang lalu
@ikanleleeeee,Nanti ketahuan palsu nya.. kasih ribet dlu kata projo,1 hari yang lalu
@Raden-d2k,Normalnya begitu tapi Jokowi tidak mau ...maka manusia manusia anjng peliharaan Jokowi harus berjuang...😮,1 hari yang lalu
@AnindyaFauziah-u2y,Ngatur aja lu ahhhh,1 hari yang lalu
@buatkuNETT,"Gak usah banyak bacot, Jokowi dulu selesaikan tunjukin ijazah nya.",1 hari yang lalu
@niakurniawancirayap4389,Setuju,1 hari yang lalu
@ASIAJaya-j7f5t,😂😂😂😂,2 hari yang lalu
@bintangiskandar6926,Yang bikin Ribet mulyono..,2 hari yang lalu
@IrawanOke-u6f,"Kurang atu,,,ahli waris ijazah😅😅😅",2 hari yang lalu
@nurivictory,Tanda kurang mampu memangkis dalil2  Pak  Roy Suryo...GBU Pak Ahmad K...pejuang kebenaran,2 hari yang lalu
@UsmanMan-g2v,Dah habis banyak kok mas bagi ini itu😢,1 hari yang lalu
@ElsaelsaElsaelsa-u3l,Sekalian ahli kubur 😂,1 hari yang lalu
@dimasseto7248,"fakta2 yg di ajukan roy suryo cs logis dan terang benderang, sangat dragukan ijasah jokowi
dipakailah logika kekuasaan lewat polisi dengan membangun argumen dan narasi via tenaga ahli
dan pada akhir nya logika akal sehat masyarakat akan dipaksa untuk menerima logika kekuasaan itu.",1 hari yang lalu
@gogotoktafian9938,​ @dimasseto7248 koar2 akal sehat padahal lagi sakit 😂,1 hari yang lalu
@dederahmat2121,"Termasuk pak Ndul, Ahlinya Ahli😂😂",1 hari yang lalu
@Syahrul_Seven,Mau 1000 ahlipun kalu yg menguji hanya ternak nya mulyono ya omong kosong 😂,1 hari yang lalu
@AndraSusilo-x9b,"Yg ahil geng panci presto,,, ahli gaduh,, mulai panikan geng panci presto 😂😂😂😂",1 hari yang lalu
@dimasseto7248, @gogotoktafian9938  jkw sepertinya lagi stres berfikir keras bagaimana keluar dari situasi ini.,1 hari yang lalu
@KuswonoAdiLuwanto,Dah mulai gerah gosim....cari narasi lain,1 hari yang lalu
@SugiantoSugianto-o2p,Pemakan gaji buta itu bosss,1 hari yang lalu
@udinjaenudin-w8r,Anak abah g akan pr caya lah,1 hari yang lalu
@bawonos024," @udinjaenudin-w8r  perasaan pemilu kemarin ada 3 capres, kok dikit2 disangka anak abah. Lupa ama Ganjar ya?",1 hari yang lalu
@Soco-o9m,Betul.. Aryanto penasehat yg kurang sehat,1 hari yang lalu
@nandajohn6656,Siap² buiii royy cs. Kebiasaan org indonesia mengkritik tapi tanpa solusi,1 hari yang lalu
@nawinputra5384,Komenya anak abah😂😂😂,1 hari yang lalu
@irwanduadara,"Apapun dan berapapun ahli yang disampaikan selama tidak percaya, tetap tidak akan dipercaya",1 hari yang lalu
@Relawan_NKRI,Ternaknya Mulyono tuh,1 hari yang lalu
@denny5443,Kacau,1 hari yang lalu
@Nurdinsh-u6s,Pengacara yang tidak pernah menang dalam perkara pidana.,1 hari yang lalu
@bertywinatha7516,Buzzer panci,1 hari yang lalu
@dennyadisetya79,Benar...😂,1 hari yang lalu
@dennyadisetya79,​ @SugiantoSugianto-o2p Benar...😂,1 hari yang lalu
@dennyadisetya79,​ @bawonos024 Benar...😂,1 hari yang lalu
@dennyadisetya79,​ @Soco-o9m Benar...😂,1 hari yang lalu
@dennyadisetya79,​ @Relawan_NKRI Benar...😂,1 hari yang lalu
@wongcilik5845,Ingat kasus Vina dan Joshua serta mirna,1 hari yang lalu
@maulanamalikibrahim7930,Dari dulu saya juga menduga seperti itu,1 hari yang lalu
@andikurniawan8365,"Byk cakap.kelihatan bgt menutupi kbohongan .ruwet...tunjukkan,teliti selesai masalh.ini bukan politik boss ini ilmiah",1 hari yang lalu
@MrBen-vu2oo,Hasil nasehatnya ya termasuk sambo itu kali ya😂,1 hari yang lalu
@movietrailer.9,SANGAT BETUL,1 hari yang lalu
@yyChanel,Penyambung lidah genk solo,1 hari yang lalu
@BumiUngu,"Termul yg viral dengan kata ""Diammm""!!!!!😂😂😂",1 hari yang lalu
@bantaahmad-h1j7c,"Tangkap Jokowi
Penjara kan dia penipu
Dgn ijajah palsu doa
Pembohong kok Arianto gak perlu dibela pembohong",1 hari yang lalu
@wiwinsetyawan2980,Gagasannya karena fulus,1 hari yang lalu
@LuthfieWahyudi,Semoga Allah segera membalas semua Niat dan Tujuan Buruk dari para Pengacara Pak Dhe dan Penasehat Kapolri ini..,1 hari yang lalu
@hasyimali7611,Memang jelas terpampang,1 hari yang lalu
@AdiIrsadi,"Aryanto jubir Mulyono, sedangkan Bareskrim milik Jokowi bukan milik rakyat",1 hari yang lalu
@beruangyutub4607,Lagian tvOne ngundang orang polri gak netral,1 hari yang lalu
@syaifulanwar8155,mau komen kayak gitu ehhh udah di duluin 😂😂😂😂😂😂,1 hari yang lalu
@akhmadalimudin8962,"Sdah di rekasya semua.., pembela jkw....",1 hari yang lalu
@akhmadalimudin8962,​ @Soco-o9m btulll ga msuk akal sehat,1 hari yang lalu
@k_r1zk1,inget aryanto saat kasus vina 😂,1 hari yang lalu
@tienoa6745,Tul,1 hari yang lalu
@hekpalangmati3793,"Hanya malaikat maut dan munkar nakir nanti mungkin yg akan membuatmu percaya... Mereka mengaku² membela ulama, ulama mana? Dan ulama apa... Cari ustad² yg baik sprti para ustad salaf",1 hari yang lalu
@oboyaries6611,"KALO BEGITU ENAK Y KALO ADA CALON PEJABAT IJASAH NYA PALSU ,,BEKERJASAMA DENGAN OKNUM PAJABAT TERKAIT UNTUK MELOLOSKAN JABATAN NYA,,DI CURIGAI IJASAH NYA PALSU TAPI GMW NUNJUKKIN IJASAH NYA DENGAN BERBAGAI ALASSAN SAMPAI BIKIN HEBOH NASIONA ,,⁉️⁉️⁉️",1 hari yang lalu
@oboyaries6611,"KALO BEGITU ENAK Y KALO ADA CALON PEJABAT IJASAH NYA PALSU ,,BEKERJASAMA DENGAN OKNUM PAJABAT TERKAIT UNTUK MELOLOSKAN JABATAN NYA,,DI CURIGAI IJASAH NYA PALSU TAPI GMW NUNJUKKIN IJASAH NYA DENGAN BERBAGAI ALASSAN SAMPAI BIKIN HEBOH NASIONA ,,⁉️⁉️⁉️",1 hari yang lalu
@arifhidayat1575,Diammmmmmmmmm😡😡😡,1 hari yang lalu
@samirinromosamirinromo9297,Klau banyak bohongnya ttg netralnya Aryanto semoga cepat kena azab Allah,1 hari yang lalu
@alfalahrizkyhsb3858,Jawaban pengacara Jkw dan Ariyanto semakin amat sangat jauh dari substansi awal (ijazah palsu)...ngelantur kesana-sini,22 jam yang lalu
@zad3719,Berat sekali tugas polisi sebagai penyidik dan nanti jaksa sebagai penuntut serta hakim sebagai pemutus dalam perkara dugaan ijazah palsu ini karena ketiga instansi penegak hukum ini bagaikan “menegakkan benang basah”,22 jam yang lalu
@DadangDadang-z7u,Ga butuh ahli yg butuh di lihatkan ijasahnya ​ @irwanduadara ,21 jam yang lalu
@senjamalam8333,Ariyanto ; DIAMMMMMMM😅😅😅,19 jam yang lalu
@dimasanggoro9745,Setujuuu…gk pnya kapasitas tp diundang trs di tv. Payahhhh,19 jam yang lalu
@purwitoipung8949,"Anak abah kurang sehat semua. SDM rendah. Mau bener dewean.  Padahal udeh ketauan bikin fitnah, bikin berita bohong. Itu fakta.  He he he he",19 jam yang lalu
@ayamabang6039,Kan itu sudah asli lol.,1 hari yang lalu
@ZULKARNAIN-qq4rl,Makanya skolah biar paham,1 hari yang lalu
@asrori-z9b,"dan cari kyai yg bersih,,,,mending di sumpsh Apes 7 turunan ,,,tdk usah di proses hukum,,,,",1 hari yang lalu
@karismakapoor7884,"Lain halnya dengan pihak jokowi , pihak roy tidak punya dana untuk menyewa akhli.",2 hari yang lalu
@clandestine0098,"Betul itu supaya adil, kalau saksinya dr pihak parcok saya yakin sudah di kondisikan, ini sangat tidak berimbang dan tidak adil",1 hari yang lalu
@salmanalfarisi7706,HARUS ITU.!!!! AHLI DARI PIHAK ROY SURYA CS HARUS DILIBATKAN,1 hari yang lalu
@pangkalgudang6752,"Aduh plis de,gak usah bawa2 nama Allah,yg perjuang kebeneran siapa,,Roy Suryo,Roy Suryo aja jadi Mentri  jaman presiden SBY dipecat",1 hari yang lalu
@agungsulistiadi8420,"Lihat aja nanty hasilnya,",2 hari yang lalu
@Kalyubi40Kalyubi40,Setuju,2 hari yang lalu
@bgistimewa,Bukan cerdas sih tapi ngotot,1 hari yang lalu
@mazwied477,"Kozinudin cuman pinter ngomong, tapi esensi omongannya tidak ada.....",1 hari yang lalu
@rosalindayani7806,Bang Ahmad Khozinudin singa kebenaran di balik meja hukum yang memang sangat mencerdaskan kita,1 hari yang lalu
@AnindyaFauziah-u2y,Mencerdaskan anak abah,1 hari yang lalu
@hanumkirana5963,Ngising,1 hari yang lalu
@blacklist4460,"Kasus sudah masuk ranah hukum,pembuktian harus dipengadilan.yg menuduh saja tidak bisa membuktikan",2 hari yang lalu
@ulama1968-d7x,ijazah palsunya mana drun ?,2 hari yang lalu
@aguswahyu9860,"Loo.. Katanya sudah yakin 1000% palsu, ngapain merengek² ngemis² minta ditunjukin sekarang? 
😂😂😂
Buktikan aja di pengadilan nanti",2 hari yang lalu
@heriwandraputra1553,"​ @blacklist4460 , kasus ini sengaja diupayakan tidak akan pernah masuk pengadilan . Pihak pro kontra tahu pasti semua itu",2 hari yang lalu
@heriwandraputra1553,"​ @aguswahyu9860 , tidak akan pernah sampai  pengadilan itu yang diupayakan dari dulu.",2 hari yang lalu
@FirdaFarda-e5w,Bpjs km jg palsu tolong diusut,2 hari yang lalu
@ebeschanel4592,masih proses pembuatan yang Asli tapi palu 😂😂😂,1 hari yang lalu
@santosohadi9791,Jelas palsu,1 hari yang lalu
@FirdaFarda-e5w,😂😂😂 sekali pecundang tetaplah pecundang,1 hari yang lalu
@FirdaFarda-e5w,Bpjs anda pasti palsu,2 hari yang lalu
@suprihnosuprihno6080,"​ @FirdaFarda-e5w   SORY BRO BPJS MANDIRI YAA,TIDAK SEPERTI TERMUL",2 hari yang lalu
@MangTemo226,Mulyono msi ditanggung oleh negara ttp ujungnya uang rakyat 😂😂😂,1 hari yang lalu
@jefrisupriyadi5541,"Orang yang salah pasti dapat ganjaranya yang buruk, lihat aja nanti siapa yang salah akan di penjara, ini semua keikut sertaan campur tangan Tuhan, bila ada yang masuk penjara jangan sampai menuding yang bukan bukan, klo nanti ada yang gak Terima itu semua kelompok dajjal yang gak percaya sama kenyataan atau campur tangan dari Tuhan.",1 hari yang lalu
@BOBAChanel-s1g,Buktikan bung,1 hari yang lalu
@BOBAChanel-s1g,​@MangTemo226 sakit ati ya😂,1 hari yang lalu
@FirdaFarda-e5w,​ @suprihnosuprihno6080  hahaha..😂😂😂  sory bro anda kepancing komen saya😂😂😂,1 hari yang lalu
@gemparka0645,Boleh juga asal dr akheerat,2 hari yang lalu
@KangwanWan-m4n,Siapa kah ahli kejujuran,2 hari yang lalu
@FirdaFarda-e5w,Kalau boleh jujur bpjs km palsu atau  asli??,2 hari yang lalu
@ferryarbania,Semoga Pak Prabowo menyimak dan menelaah kasus ini. Mari kita lindungi anak negeri yg benar2 menjunjung hukum dan keadilan.,1 hari yang lalu
@pinrizkilubis-nl9ju,"Rivai dan Aryanto kan dalam kubu yg sama, tv one mestinya hrs adil.Seyogianya undang tokoh yg lwbih netral",1 hari yang lalu
@aurahafifahbasyarudin4141,Ahli apa ini!!!!Ijazah harus ditampilkan dimuka publik!,1 hari yang lalu
@Jomblon,"Definisi simpel itu apakah dengan berberlit belit ruwet gitu ya?
Logika siapa tuh..",1 hari yang lalu
@Miskad_channel,Awalnya owi bilang ini kasus receh...😂😂😂😂 Eh recehnya udah abis brapa ow,2 hari yang lalu
@dwiharjanto4131,"Ya Allah tunjukkan kuasaMu ..untuk memenangkan kejujuran dan kebenaran..
Sehingga sll ada keberanian utk membela kebenaran...",2 hari yang lalu
@muhammadmuhlasol6731,Bang Ahmad jooos mantaaaaap...,2 hari yang lalu
@RedmiSmile-e9o,Panik gak panik gak ya panik lah masak enggak🤣🤣,11 jam yang lalu
@NurulArifin-dt9xd,Percayalah seluruh makhluk  mau bela sebuah kebohongan namun akhirnya kebohongan itu tetap akan terhinakan.,2 hari yang lalu
@wiwikwijianti9242,Diiaaammmmmm ... .. !!!!!! Pak arianto ini merangkapb jd jubir jokowi.,2 hari yang lalu (diedit)
@TonoAchirudin,"Yg profesional ijaZah harus bener""di buktikan di tunjukan di saksikan untuk umum secara terbuka &kejujuran... Itu baru fair",2 hari yang lalu
@PemudaPemuda-i2o,CEPAT SAYA SUDAH GAK SABAR MAU NONTON DEBATNYA DI PENGADILAN ANTARA P.JOKOWI VS ROY SURYO CS,7 jam yang lalu
@AbdulWahab-w2p3h,Ahlinya dari siapa apa yakin ahli ini bisa independen tanpa berpihak kesalahan satu pihak,2 hari yang lalu
@d_sumihar2201,"Tuhan tidak tidur
Salah tetap salah
Kebenaran akan hadir pada waktunya
Atau,
Pengadilan akhir zaman lah yang akan menghukum semuanya, termasuk para media 👍",2 hari yang lalu
@catkatysgt6716,"Ahli Sambo, ahli Vina Cirebon, ahli Kanjuruhan, dan ahli Jessica.",1 hari yang lalu
@Ahmadkuryonosw,"Jokowi lsngsung tunjukkan ijazah aslinya kyk obama , selesai gk bikin gaduh terus",1 hari yang lalu
@bambanglukito6225,Melibatkan 1 juta ahlipun tak berfungsi kalau ahli pelapor tdk di libatkan dalam proses,2 hari yang lalu
@01111002119,Ahli di bidang menutupi KEBOHONGAN,1 hari yang lalu
@KirigayaKazuto-n3l,Sy salut dgn kecerdasan Ahmad khozididin sgt fakta yg beliau ungkapkan,2 hari yang lalu
@ranumiazurazalfa,"Ribet banget 😂, padahal tinggal tunjukin ijasah asli nya dan di periksa keduabelah pihak , jika terbukti asli , nah baru pelapor ijasah palsu bisa di bilang fitnah dan mencemarkan nama baik . Anehhh . Ini ijasah nya belum terbukti asli udh bilang fitnah pencemaran nama baik .",15 jam yang lalu
@josan5522,aryanto sutadi lebih pantas di sebut mewakili penasehat jokowi dari pada penasehat kapolri...karena ucapannya sangat tidak netral,1 hari yang lalu
@muhtarabanmasduki4508,Orang ini kan yang berteriak Diaaam...?😂😂😂,1 hari yang lalu
@SuwitaSari-uo3qd,Ahli goa,23 jam yang lalu
@DinaaaDina-m2r,Halah di tunjukkan ijasae beres GK mari2,1 jam yang lalu
@SigitLesmana-d6i,Kecil om...10 thn korupsi merajalela dan fantastis .masa  mulyono gk tau 😅...apa ada sesuatu..? Parah y,2 hari yang lalu (diedit)
@irwandiirwandi4918,Byak uangnya masi 11 ribu triliun...yg 11 t aja gmna uannya waktu dipamerkan di kejagung..aplgi 11 ribu t,1 hari yang lalu
@alaricarkan14,Iya sayang tdk bisa di tunjukan foto ijazahnya hanya foto kopinya aneh ini penyidik.,2 hari yang lalu
@abiistaqim890,Arianto pantas menjadi ahli jiwa khusus menangani Gibran 😂😅,2 hari yang lalu
@MangTemo226,bnr itu bkn jubir kepolisian lbh tpatnya jubir mulyono😂😂😂,2 hari yang lalu
@fadillathifarrasyid3560,Ya pak Arianto ini jubir Jokowi. bukan ahli polri,1 hari yang lalu
@harbaniharbani6418,😂😂😂.....,1 hari yang lalu
@RahmadAkbar-rd3oy,"Pak arianto ingat tugas anda sebagai apa, bukan porsi anda",1 hari yang lalu
@surahmahspd5095,Buzzer juga,1 hari yang lalu
@BakriSuherman-m7f,"​ @abiistaqim890 
Bukan menangani .Gibran aja...Tapi nanti bisa menggiring gerombolan2 TPUA dan ROY PANCI Cs..nginep di Hotel Prodeo .",1 hari yang lalu
@SaidHarahap-o7f,Tul betul,1 hari yang lalu
@wasissabdono829,Pak Arianto klhatan sekali kl anda itu jubirnya Mulyono bikan jubirnya polri,1 hari yang lalu
@mayhadil,Kalau tdk diam diduga akan banyak tersangka... ...😅,1 hari yang lalu
@SupardienAndalas,😂,1 hari yang lalu
@BOBAChanel-s1g,Cangkemu kui😂,1 hari yang lalu
@BOBAChanel-s1g,​ @abiistaqim890  ye yang lagi gila😂,1 hari yang lalu
@masgandul5227,Wkwkwk gw liat.. Jadi ketawa di kala otak dan emosi gak sinkron karena pembelaan cinta duit,1 hari yang lalu
@anaknakal9677,"intinya h t i dan f p i, aliran sesat 😂",1 hari yang lalu
@Dani-d2x6h,Emang iya,1 hari yang lalu
@syahnaalidrisi2184,Wkwkwkwk,1 hari yang lalu
@Febi-l6b,Yup Ijazah diteliti oleh pihak² yg netral dapat dipercaya dan disertai dgn bukti² pendukungnya,22 jam yang lalu
@EfriYunir,Harus ada ahli dari para peneliti Roy Suryo cs,2 hari yang lalu
@maulanagunawan2354,​ @EfriYunir iya musti dilibatkan,2 hari yang lalu
@blacklist4460,ALLAH ga pernah sekalipun tidur..entah Jokowi/rismon cs yg salah biarlah kena hukum dunia&akhirat.,2 hari yang lalu
@HanaNayanika,"Kebenaran sudah di buka kok sama Tuhan dari dulu, tp rata2 orang Indonesia mata batin nya tidak terbuka dan kesadaran nya tertutup. 
Saya tidak pernah suka Mulyono, dia terlalu licik.",2 hari yang lalu
@blacklist4460,"​ @HanaNayanika kok km bisa menyipulkan seperti itu,emang km teman Tuhan???km dapat bocoran dr tuhan kalau pak jokowi licik????",2 hari yang lalu
@arifsatria5558,"Dalam islam, kita harus taat sama pemimpin, meskipun beliau buruk",1 hari yang lalu
@al-asrvipwater3380,"​ @arifsatria5558 
Coba kamu sebutkan dalilnya 😮",1 hari yang lalu
@BobyBoby-vl4tc,Ahli rekayasa.,1 hari yang lalu
@Ebietaries,satu Lagi  jgn lupa KM 50 juga,1 hari yang lalu
@blacklist4460,Blm terbukti kok sudah bilang fakta,2 hari yang lalu
@husriadihusriadi7021,"Hukum bisa dibeli,tapi dalam benak rakyat masalah ijazah yg tidak yg mau d tunjukkan sudah d anggap palsu,tetap semangat pak khozinuddin❤",2 hari yang lalu
@Ahmadrazalimsos,Penasehat kapolri sekarang sudah menjadi jubir mulyono 😅,2 hari yang lalu
